Reaction_Type_Standardized,Is_Intramolecular,Reactant_A_Type,Reactant_B_Type,Reactant_Types_Key,yield,smiles,Catalyst,Ligand,Base,Solvent,Additive,Coupling Reagent,Secondary Solvent,z-Score
Ar-I|Ar-OH -> Ar-OR || Ar-OR,False,"Ar-OH,Ar-OR","Ar-I,Ar-OR","Ar-I,Ar-OR|Ar-OH,Ar-OR",85.0,COc1ccc(O)cc1.COc1ccc(I)cc1>>COc1ccc(Oc2ccc(OC)cc2)cc1,CuO,CsF,,DMSO,,,,-0.4075608377917494
Ar-Br|Ar-OH -> Ar-OR || Ar-F|Ar-R,False,"Ar-R,Ar-OH","Ar-Br,Ar-F","Ar-Br,Ar-F|Ar-R,Ar-OH",71.0,Cc1ccc(O)cc1C.Fc1ccc(Br)cc1>>Cc1ccc(Oc2ccc(F)cc2)cc1C,859829-85-9,,Cs2CO3,PhMe,,,,-0.6450859486177276
Ar-Br|Ar-OH -> Ar-OR || Ar-Cl|Ar-OR,False,"Ar-Cl,Ar-Br","Ar-OH,Ar-OR","Ar-Cl,Ar-Br|Ar-OH,Ar-OR",90.0,Clc1ccc(Br)cc1.COc1ccc(O)cc1>>COc1ccc(Oc2ccc(Cl)cc2)cc1,CuI,2491-06-7,Cs2CO3,"1,4-Dioxane",,,,0.24219188466091368
Ar-I|Ar-OH -> Ar-OR || Ar-Ar|Ar-AromN|R-AromN,False,"Ar-Ar,Ar-OH,R-AromN","Ar-I,Ar-AromN","Ar-Ar,Ar-OH,R-AromN|Ar-I,Ar-AromN",80.0,Cn1ccnc1-c1cccc(O)c1.Ic1cccc(-n2cccn2)c1>>Cn1ccnc1-c1cccc(Oc2cccc(-n3cccn3)c2)c1,Cu2O,,K2CO3,DMAc,,,,0.0
Ar-Br|Ar-OH -> Ar-OR || Ar-OR|Ar-R,False,"Ar-R,Ar-OH","Ar-Br,Ar-OR","Ar-Br,Ar-OR|Ar-R,Ar-OH",88.0,Cc1ccccc1O.COc1ccccc1Br>>COc1ccccc1Oc1ccccc1C,CuO,1309878-83-8,K3PO4,"1,4-Dioxane",,,,1.0279105653398002
Ar-Br|Ar-OH -> Ar-OR || Ar-OR|Ar-R,False,"Ar-R,Ar-OH,Ar-OR","Ar-Br,Ar-OR","Ar-Br,Ar-OR|Ar-R,Ar-OH,Ar-OR",82.0,COc1cc(C)ccc1O.COc1ccc(Br)cc1>>COc1ccc(Oc2ccc(C)cc2OC)cc1,Cu(0),phen,Cs2CO3,"1,4-Dioxane",,,,0.0
Ar-Br|Ar-F|Ar-NH2|Ar-OH -> Ar-CONHR|Ar-LactamN|Ar-OR || Ar-F|Ar-R,False,"Ar-R,Ar-NH2,Ar-OH","Ar-Br,Ar-F","Ar-Br,Ar-F|Ar-R,Ar-NH2,Ar-OH",86.0,Cc1ccc(O)c(N)c1.Fc1ccc(F)c(Br)c1.[C-]#[O+]>>Cc1ccc2c(c1)NC(=O)c1cc(F)ccc1O2,Pd(OAc)2,cataCXium A,DBU,DMSO,,,,0.7071067811865476
Ar-Cl|Ar-OH -> Ar-OR || Ar-F|R-CONHR|R-F,False,"Ar-F,Ar-OH","Ar-Cl,R-F,R-CONHR","Ar-Cl,R-F,R-CONHR|Ar-F,Ar-OH",73.0,Oc1ccc(F)cc1.O=C(Nc1ccccc1Cl)C(F)(F)F>>O=C(Nc1ccccc1Oc1ccc(F)cc1)C(F)(F)F,CuBr,KI,Cs2CO3,DMSO,,,,0.0
Ar-I|Ar-OH -> Ar-OR || Ar-NO2|Ar-OR,False,"Ar-OH,Ar-OR","Ar-I,Ar-NO2","Ar-I,Ar-NO2|Ar-OH,Ar-OR",92.0,COc1ccc(O)cc1.O=[N+]([O-])c1ccc(I)cc1>>COc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1,CuI,,K3PO4,DMSO / EtOAc,,,,0.1972507283366825
Ar-F|Ar-OH -> Ar-OR || Ar-NO2|Ar-R,False,"Ar-R,Ar-OH","Ar-F,Ar-NO2","Ar-F,Ar-NO2|Ar-R,Ar-OH",95.0,Cc1cc(C)cc(O)c1.O=[N+]([O-])c1ccc(F)cc1>>Cc1cc(C)cc(Oc2ccc([N+](=O)[O-])cc2)c1,CsF,,,DMSO,,,,1.0333333333333319
Ar-Cl|Ar-OH -> Ar-OR || Ar-COR|Ar-Cl|R-H-acidic,False,"Ar-Cl,Ar-OH",,"Ar-Cl,Ar-OH",71.0,Oc1ccc(Cl)cc1.[K].CC(=O)c1ccc(Cl)cc1Cl>>CC(=O)c1ccc(Oc2ccc(Cl)cc2)cc1Cl,Cu(0),,,,,,,-0.8320502943378437
Ar-F|Ar-OH -> Ar-OR || Ar-Br|Ar-OR,False,"Ar-OH,Ar-OR","Ar-Br,Ar-F","Ar-Br,Ar-F|Ar-OH,Ar-OR",100.0,COc1ccc(O)cc1.Fc1ccccc1Br>>COc1ccc(Oc2ccccc2Br)cc1,111324-04-0,,,DMF,,,,0.7071067811865475
Ar-Br|Ar-OH -> Ar-OR || Ar-NO2|Ar-R,False,"Ar-R,Ar-OH","Ar-Br,Ar-NO2","Ar-Br,Ar-NO2|Ar-R,Ar-OH",78.0,Cc1cc(C)cc(O)c1.O=[N+]([O-])c1ccc(Br)cc1>>Cc1cc(C)cc(Oc2ccc([N+](=O)[O-])cc2)c1,7758-89-6,,Cs2CO3,PhMe,,,,-1.4833946072289124
Ar-Br|Ar-OH -> Ar-OR || Ar-NO2|Ar-OR,False,"Ar-OH,Ar-OR","Ar-Br,Ar-NO2","Ar-Br,Ar-NO2|Ar-OH,Ar-OR",88.0,COc1cc(O)cc(OC)c1.O=[N+]([O-])c1ccc(Br)cc1>>COc1cc(OC)cc(Oc2ccc([N+](=O)[O-])cc2)c1,1306-38-3,7440-57-5,KOH,DMSO,water,,,0.05445916391430602
Ar-I|Ar-OH -> Ar-OR || Ar-R|Bn-NR2|R-H-acidic|R2CH-CO2R,False,"R-H-acidic,Ar-R,Ar-I,Bn-NR2,R2CH-CO2R","R-H-acidic,Ar-R,Ar-OH,Bn-NR2,R2CH-CO2R","R-H-acidic,Ar-R,Ar-I,Bn-NR2,R2CH-CO2R|R-H-acidic,Ar-R,Ar-OH,Bn-NR2,R2CH-CO2R",92.0,COC(=O)[C@H](Cc1ccc(I)cc1)N(Cc1ccccc1)Cc1ccccc1.O=C(OCc1ccccc1)[C@H](Cc1ccc(O)cc1)N(Cc1ccccc1)Cc1ccccc1>>COC(=O)[C@H](Cc1ccc(Oc2ccc(C[C@@H](C(=O)OCc3ccccc3)N(Cc3ccccc3)Cc3ccccc3)cc2)cc1)N(Cc1ccccc1)Cc1ccccc1,CuI,2491-06-7,Cs2CO3,"1,4-Dioxane",,,,0.0
Ar-I|Ar-OH -> Ar-OR || Ar-C=CH2|Ar-Cl,False,"Ar-I,Ar-C=CH2","Ar-Cl,Ar-OH,Ar-C=CH2","Ar-Cl,Ar-OH,Ar-C=CH2|Ar-I,Ar-C=CH2",70.0,C=Cc1ccccc1I.C=Cc1cc(Cl)ccc1O>>C=Cc1ccccc1Oc1ccc(Cl)cc1C=C,SAO,,Cs2CO3,MeCN,,,,-0.7071067811865475
Ar-Cl|Ar-OH -> Ar-OR || Ar-NO2|Ar-R,False,"Ar-R,Ar-OH","Ar-Cl,Ar-NO2","Ar-Cl,Ar-NO2|Ar-R,Ar-OH",92.0,Cc1ccccc1O.O=[N+]([O-])c1ccc(Cl)cc1>>Cc1ccccc1Oc1ccc([N+](=O)[O-])cc1,PEG-400,,K2CO3,PhMe,,,,0.4346238941292645
Ar-F|Ar-OH -> Ar-OR || Ar-F|Ar-NH2,False,Ar-F,"Ar-NH2,Ar-OH","Ar-F|Ar-NH2,Ar-OH",75.0,Fc1cc(F)c(F)c(F)c1F.Nc1cccc(O)c1>>Nc1cccc(Oc2c(F)c(F)cc(F)c2F)c1,Pd(OAc)2,,K2CO3,DMF,,,,0.0
Ar-I|Ar-OH -> Ar-OR || Ar-Cl|Ar-OR,False,"Ar-OH,Ar-OR","Ar-Cl,Ar-I","Ar-Cl,Ar-I|Ar-OH,Ar-OR",93.0,COc1ccc(O)cc1.Clc1ccc(I)cc1>>COc1ccc(Oc2ccc(Cl)cc2)cc1,CuI,465516-40-9,K3PO4,"1,4-Dioxane",,,,1.001553197933169
Ar-Cl|Ar-OH -> Ar-OR || Ar-COR|Ar-OR|R-H-acidic,False,"Ar-OH,Ar-OR","R-H-acidic,Ar-Cl,Ar-COR","Ar-OH,Ar-OR|R-H-acidic,Ar-Cl,Ar-COR",93.0,COc1ccc(O)cc1.CC(=O)c1ccc(Cl)cc1>>COc1ccc(Oc2ccc(C(C)=O)cc2)cc1,Pd(OAc)2,1072087-20-7,NaH,PhMe,,,,0.5248906591678238
Ar-Br|Ar-OH -> Ar-OR || Ar-OR|Ar-R,False,"Ar-R,Ar-OH","Ar-Br,Ar-OR","Ar-Br,Ar-OR|Ar-R,Ar-OH",80.0,CC(C)c1ccccc1O.COc1ccc(Br)cc1>>COc1ccc(Oc2ccccc2C(C)C)cc1,12131-44-1,1352726-19-2,K3PO4,PhMe / DME,,,,-0.08565921377831635
Ar-Br|Ar-F|Ar-NH2|Ar-OH -> Ar-CONHR|Ar-LactamN|Ar-OR || Ar-Cl|Ar-R,False,"Ar-Cl,Ar-NH2,Ar-OH","Ar-R,Ar-Br,Ar-F","Ar-Cl,Ar-NH2,Ar-OH|Ar-R,Ar-Br,Ar-F",80.0,Nc1cc(Cl)ccc1O.Cc1ccc(Br)c(F)c1.[C-]#[O+]>>Cc1ccc2c(c1)Oc1ccc(Cl)cc1NC2=O,Pd(OAc)2,cataCXium A,DBU,DMSO,,,,-0.7071067811865475
Ar-I|Ar-OH -> Ar-OR || Ar-Cl|Ar-OR,False,"Ar-OH,Ar-OR","Ar-Cl,Ar-I","Ar-Cl,Ar-I|Ar-OH,Ar-OR",87.0,COc1cccc(O)c1.Clc1ccc(I)cc1>>COc1cccc(Oc2ccc(Cl)cc2)c1,CuBr,1655-07-8,Cs2CO3,DMSO,,,,-0.364201162884787
Ar-F|Ar-OH -> Ar-OR || Ar-NO2|Ar-OR,False,"Ar-OH,Ar-OR","Ar-F,Ar-NO2","Ar-F,Ar-NO2|Ar-OH,Ar-OR",99.0,COc1ccc(O)cc1.O=[N+]([O-])c1ccccc1F>>COc1ccc(Oc2ccccc2[N+](=O)[O-])cc1,1344-28-1,Potassium Fluoride,,,,,,0.8806876523291732
Ar-Cl|Ar-OH -> Ar-OR || Ar-CN|Ar-R,False,"Ar-R,Ar-OH","Ar-Cl,Ar-CN","Ar-Cl,Ar-CN|Ar-R,Ar-OH",82.0,CC(C)(C)c1ccc(O)cc1.N#Cc1ccc(Cl)cc1>>CC(C)(C)c1ccc(Oc2ccc(C#N)cc2)cc1,CuO,1309878-83-8,K3PO4,"1,4-Dioxane",,,,-0.6110444012461095
Ar-Cl|Ar-OH -> Ar-OR || Ar-NO2|Ar-R,False,"Ar-R,Ar-OH","Ar-Cl,Ar-NO2","Ar-Cl,Ar-NO2|Ar-R,Ar-OH",91.0,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1.O=[N+]([O-])c1ccc(Cl)cc1>>CC(C)(C)c1ccc(Oc2ccc([N+](=O)[O-])cc2)c(C(C)(C)C)c1,CuI,83821-60-7,Cs2CO3,DMF,,,,0.30000587382374005
Ar-Br|Ar-OH -> Ar-OR || Ar-Cl,False,"Ar-Cl,Ar-Br","Ar-Cl,Ar-OH","Ar-Cl,Ar-Br|Ar-Cl,Ar-OH",94.0,Clc1ccc(Br)cc1.Oc1ccc(Cl)cc1>>Clc1ccc(Oc2ccc(Cl)cc2)cc1,CuI,Fe(acac)3,K2CO3,DMF,,,,-0.7071067811865475
Ar-Br|Ar-OH -> Ar-OR || Ar-COR|Ar-F|R-H-acidic,False,"Ar-F,Ar-OH","R-H-acidic,Ar-Br,Ar-COR","Ar-F,Ar-OH|R-H-acidic,Ar-Br,Ar-COR",85.0,Oc1ccc(F)cc1.CC(=O)c1ccc(Br)cc1>>CC(=O)c1ccc(Oc2ccc(F)cc2)cc1,Cu(0),phen,Cs2CO3,"1,4-Dioxane",,,,0.7043607250604983
Ar-Br|Ar-OH -> Ar-OR || Ar-F|Ar-R,False,"Ar-F,Ar-OH","Ar-R,Ar-Br","Ar-F,Ar-OH|Ar-R,Ar-Br",85.0,Oc1ccc(F)cc1.Cc1ccccc1Br>>Cc1ccccc1Oc1ccc(F)cc1,7758-89-6,2,Cs2CO3,NMP,,,,-0.8261865828388412
Ar-Br|Ar-OH -> Ar-OR || Ar-NO2|Ar-OR|Ar-R,False,"Ar-R,Ar-OH","Ar-Br,Ar-NO2,Ar-OR","Ar-Br,Ar-NO2,Ar-OR|Ar-R,Ar-OH",72.0,Cc1cccc(O)c1.COc1ccc([N+](=O)[O-])c(Br)c1>>COc1ccc([N+](=O)[O-])c(Oc2cccc(C)c2)c1,Cu(0),,KOH,,,,,0.0
Ar-Cl|Ar-OH -> Ar-OR || Ar-OR|Ar-R,False,"Ar-R,Ar-OH","Ar-Cl,Ar-OR","Ar-Cl,Ar-OR|Ar-R,Ar-OH",84.0,Cc1ccccc1O.COc1ccc(Cl)cc1>>COc1ccc(Oc2ccccc2C)cc1,Pd(OAc)2,709667-72-1,K3PO4,PhMe,,,,0.39839527139680997
Ar-Br|Ar-OH -> Ar-OR || Ar-OR|Ar-R,False,"Ar-R,Ar-OH","Ar-Br,Ar-OR","Ar-Br,Ar-OR|Ar-R,Ar-OH",87.0,Cc1ccccc1O.COc1cccc(Br)c1>>COc1cccc(Oc2ccccc2C)c1,Pd(OAc)2,,K3PO4,Et2O,,,,0.8887143429500356
Ar-Br|Ar-OH -> Ar-OR || Ar-OR|Ar-R,False,"Ar-Br,Ar-OR","Ar-R,Ar-OH","Ar-Br,Ar-OR|Ar-R,Ar-OH",78.0,COc1ccc(Br)cc1.Cc1cc(C)cc(O)c1>>COc1ccc(Oc2cc(C)cc(C)c2)cc1,CuI,4097-89-6,Cs2CO3,"1,4-Dioxane",,,,-0.3640516585578455
Ar-F|Ar-OH -> Ar-OR || Ar-CHO|Ar-OR,False,"Ar-OH,Ar-OR","Ar-F,Ar-CHO","Ar-F,Ar-CHO|Ar-OH,Ar-OR",79.0,COc1ccc2ccccc2c1O.O=Cc1ccc(F)c2ccccc12>>COc1ccc2ccccc2c1Oc1ccc(C=O)c2ccccc12,2-tert-Butyl-1,1,,MeCN / water / DCM,,,,0.7071067811865475
Ar-Cl|Ar-OH -> Ar-OR || Ar-COR|Ar-NO2|R-H-acidic,False,"Ar-NO2,Ar-OH","R-H-acidic,Ar-Cl,Ar-COR","Ar-NO2,Ar-OH|R-H-acidic,Ar-Cl,Ar-COR",96.0,O=[N+]([O-])c1ccc(O)cc1.CC(=O)c1ccc(Cl)cc1>>CC(=O)c1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1,Pd(OAc)2,1072087-21-8,NaH,PhMe,,,,1.0714285714285714
Ar-Br|Ar-OH -> Ar-OR || Ar-COR|Ar-OR|R-H-acidic,False,"Ar-OH,Ar-OR","R-H-acidic,Ar-Br,Ar-COR","Ar-OH,Ar-OR|R-H-acidic,Ar-Br,Ar-COR",72.0,COc1ccccc1O.CC(=O)c1ccc(Br)cc1>>COc1ccccc1Oc1ccc(C(C)=O)cc1,7758-89-6,17106-94-4,K3PO4,MeCN,,,,-2.3618079932160296
Ar-Cl|Ar-OH -> Ar-OR || Ar-CHO|Ar-R,False,"Ar-R,Ar-OH","Ar-Cl,Ar-CHO","Ar-Cl,Ar-CHO|Ar-R,Ar-OH",87.0,Cc1ccccc1O.O=Cc1ccc(Cl)cc1>>Cc1ccccc1Oc1ccc(C=O)cc1,Pd(OAc)2,1138156-48-5,K3PO4,PhMe,,,,0.7071067811865476
Ar-Br|Ar-OH -> Ar-OR || Ar-NO2|Ar-R,False,"Ar-R,Ar-OH","Ar-Br,Ar-NO2","Ar-Br,Ar-NO2|Ar-R,Ar-OH",73.0,Cc1cc(C)cc(O)c1.O=[N+]([O-])c1ccc(Br)cc1>>Cc1cc(C)cc(Oc2ccc([N+](=O)[O-])cc2)c1,403608-84-4,,K3PO4,MeCN,,,,-2.14234055878721
Ar-I|Ar-OH -> Ar-OR || Ar-NH2|Ar-OR|Ar-R,False,"Ar-I,Ar-OR","Ar-R,Ar-NH2,Ar-OH","Ar-I,Ar-OR|Ar-R,Ar-NH2,Ar-OH",81.0,COc1cccc(I)c1.Cc1ccc(N)cc1O>>COc1cccc(Oc2cc(N)ccc2C)c1,CuI,98-98-6,K3PO4,DMSO,,,,-0.3779644730092272
Ar-Br|Ar-OH -> Ar-OR || Ar-CF3|Ar-R,False,"Ar-R,Ar-OH","Ar-Br,Ar-CF3","Ar-Br,Ar-CF3|Ar-R,Ar-OH",85.0,Cc1ccccc1O.FC(F)(F)c1ccccc1Br>>Cc1ccccc1Oc1ccccc1C(F)(F)F,Pd(OAc)2,709667-72-1,K3PO4,PhMe,,,,0.056551370241574715
Ar-Br|Ar-OH -> Ar-OR || Ar-CO2R|Ar-R,False,"Ar-R,Ar-OH","Ar-R,Ar-Br,Ar-CO2R","Ar-R,Ar-Br,Ar-CO2R|Ar-R,Ar-OH",72.0,CC(C)(C)c1ccccc1O.Cc1cccc(Br)c1C(=O)OC(C)C>>Cc1cccc(Oc2ccccc2C(C)(C)C)c1C(=O)OC(C)C,260395-65-1,,Cs2CO3,PhMe / EtOAc,,,,-1.2231285792041955
Ar-Br|Ar-OH -> Ar-OR || Ar-Cl|Ar-R,False,"Ar-R,Ar-Br","Ar-Cl,Ar-OH","Ar-Cl,Ar-OH|Ar-R,Ar-Br",80.0,Cc1ccc(Br)cc1.Oc1ccc(Cl)cc1>>Cc1ccc(Oc2ccc(Cl)cc2)cc1,7758-89-6,17106-94-4,K3PO4,MeCN,,,,0.27417480063974137
Ar-I|Ar-OH -> Ar-OR || Ar-Cl|Ar-NH2,False,"Ar-NH2,Ar-OH","Ar-Cl,Ar-I","Ar-Cl,Ar-I|Ar-NH2,Ar-OH",91.0,Nc1cccc(O)c1.Clc1ccc(I)cc1>>Nc1cccc(Oc2ccc(Cl)cc2)c1,CuI,98-98-6,K3PO4,DMSO,,,,0.0
Ar-Br|Ar-OH -> Ar-OR || Ar-OR|Ar-R|Bn-OR|R-H-acidic|RCH2-CO2R,False,"R-H-acidic,Ar-R,Ar-OH,Ar-OR,RCH2-CO2R","R-H-acidic,Ar-R,Ar-Br,RCH2-CO2R,Bn-OR","R-H-acidic,Ar-R,Ar-Br,RCH2-CO2R,Bn-OR|R-H-acidic,Ar-R,Ar-OH,Ar-OR,RCH2-CO2R",78.0,CCOC(=O)CCc1ccc(O)c(OC)c1.CCOC(=O)CCc1ccc(OCc2ccccc2)c(Br)c1>>CCOC(=O)CCc1ccc(Oc2cc(CCC(=O)OCC)ccc2OCc2ccccc2)c(OC)c1,48209-28-5,,Cs2CO3,Py,,,,0.0
Ar-Br|Ar-OH -> Ar-OR || Ar-R,False,"Ar-R,Ar-OH","Ar-R,Ar-Br","Ar-R,Ar-Br|Ar-R,Ar-OH",80.0,CC(C)(C)c1ccc(O)cc1.Cc1ccc(Br)cc1>>Cc1ccc(Oc2ccc(C(C)(C)C)cc2)cc1,CuI,1534-21-0,K3PO4,MeCN,,,,0.04072754715933367
Ar-Br|Ar-F|Ar-NH2|Ar-OH -> Ar-CONHR|Ar-LactamN|Ar-OR || Ar-R,False,"Ar-R,Ar-NH2,Ar-OH","Ar-R,Ar-Br,Ar-F","Ar-R,Ar-Br,Ar-F|Ar-R,Ar-NH2,Ar-OH",81.0,Cc1ccc(O)c(N)c1.Cc1ccc(Br)c(F)c1.[C-]#[O+]>>Cc1ccc2c(c1)NC(=O)c1ccc(C)cc1O2,Pd(OAc)2,cataCXium A,DBU,DMSO,,,,-0.13072340109917852
Ar-Br|Ar-OH -> Ar-OR || Ar-R,False,"Ar-R,Ar-Br","Ar-R,Ar-OH","Ar-R,Ar-Br|Ar-R,Ar-OH",96.0,Cc1ccccc1Br.CC(C)(C)c1ccc(O)cc1>>Cc1ccccc1Oc1ccc(C(C)(C)C)cc1,Pd(dba)2,908293-83-4,K3PO4,PhMe / water,,,,0.9473581621845006
Ar-F|Ar-OH -> Ar-OR || Ar-CHO|Ar-OCF3,False,"Ar-F,Ar-CHO","Ar-OCF3,Ar-OH","Ar-F,Ar-CHO|Ar-OCF3,Ar-OH",100.0,O=Cc1ccc(F)cc1.Oc1ccc(OC(F)(F)F)cc1>>O=Cc1ccc(Oc2ccc(OC(F)(F)F)cc2)cc1,K2CO3,,,DMF,,,,0.0
Ar-Br|Ar-OH -> Ar-OR || Ar-COR|Ar-R|R-H-acidic,False,"Ar-R,Ar-OH","R-H-acidic,Ar-Br,Ar-COR","Ar-R,Ar-OH|R-H-acidic,Ar-Br,Ar-COR",80.0,Cc1cccc(C)c1O.CC(=O)c1ccc(Br)cc1>>CC(=O)c1ccc(Oc2c(C)cccc2C)cc1,1319-53-5,,NaH / K3PO4,THF,,,,-0.7663234051009692
Ar-F|Ar-OH -> Ar-OR || Ar-NO2|Ar-OR,False,"Ar-OH,Ar-OR","Ar-F,Ar-NO2","Ar-F,Ar-NO2|Ar-OH,Ar-OR",80.0,COc1cccc(O)c1.O=[N+]([O-])c1ccc(F)cc1>>COc1cccc(Oc2ccc([N+](=O)[O-])cc2)c1,1344-28-1,Potassium Fluoride,,MeCN,,,,-1.3390046958882342
Ar-Br|Ar-OH -> Ar-OR || Ar-Cl|Ar-OR,False,"Ar-Br,Ar-OR","Ar-Cl,Ar-OH","Ar-Br,Ar-OR|Ar-Cl,Ar-OH",75.0,COc1ccc(Br)cc1.Oc1ccc(Cl)cc1>>COc1ccc(Oc2ccc(Cl)cc2)cc1,N,N-Dimethylglycine,Cs2CO3,"1,4-Dioxane",,,,-0.11180339887499108
Ar-I|Ar-OH -> Ar-OR || Ar-Br,False,"Ar-Br,Ar-OH","Ar-Br,Ar-I","Ar-Br,Ar-I|Ar-Br,Ar-OH",85.0,Oc1ccc(Br)cc1.Brc1ccc(I)cc1>>Brc1ccc(Oc2ccc(Br)cc2)cc1,Cu(0),12304-65-3,K2CO3,DMF,,,,-0.577350269189625
Ar-I|Ar-OH -> Ar-OR || Ar-NHR|Ar-R,False,"Ar-R,Ar-OH","Ar-I,Ar-NHR","Ar-I,Ar-NHR|Ar-R,Ar-OH",73.0,Cc1cccc(O)c1.Ic1ccc(NCc2ccccc2)cc1>>Cc1cccc(Oc2ccc(NCc3ccccc3)cc2)c1,N,N-Dimethylglycine,Cs2CO3,"1,4-Dioxane",,,,0.0
Ar-I|Ar-OH -> Ar-OR || Ar-R,False,"Ar-R,Ar-OH","Ar-R,Ar-I","Ar-R,Ar-I|Ar-R,Ar-OH",98.0,Cc1ccc(O)cc1.Cc1ccc(I)cc1>>Cc1ccc(Oc2ccc(C)cc2)cc1,CuI,1251862-76-6,Cs2CO3,DMSO,,,,2.046209238270908
Ar-Br|Ar-F|Ar-NH2|Ar-OH -> Ar-CONHR|Ar-LactamN|Ar-OR || Ar-Cl,False,"Ar-Cl,Ar-NH2,Ar-OH",,"Ar-Cl,Ar-NH2,Ar-OH",83.0,Nc1cc(Cl)ccc1O.[C-]#[O+].Fc1ccc(Cl)cc1Br>>O=C1Nc2cc(Cl)ccc2Oc2ccc(Cl)cc21,Pd(OAc)2,cataCXium A,DBU,DMSO,,,,1.181581679656758
Ar-I|Ar-OH -> Ar-OR || Ar-NO2|Ar-OR,False,"Ar-OH,Ar-OR","Ar-I,Ar-NO2","Ar-I,Ar-NO2|Ar-OH,Ar-OR",91.0,COc1ccc(O)cc1.O=[N+]([O-])c1ccc(I)cc1>>COc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1,12173-01-2,,K2CO3,DMF,,,,0.032875121389447474
Ar-Br|Ar-OH -> Ar-OR || Ar-COR|Ar-Cl|Ar-OR,False,"Ar-COR,Ar-OH","Ar-Cl,Ar-Br,Ar-OR","Ar-COR,Ar-OH|Ar-Cl,Ar-Br,Ar-OR",75.0,O=C(c1ccccc1)c1ccccc1O.COc1ccc(Cl)c(Br)c1>>COc1ccc(Cl)c(Oc2ccccc2C(=O)c2ccccc2)c1,CuI,98-98-6,K3PO4,DMSO,,,,0.0
Ar-F|Ar-OH -> Ar-OR || Ar-F|Ar-NO2,False,"Ar-F,Ar-NO2","Ar-F,Ar-OH","Ar-F,Ar-NO2|Ar-F,Ar-OH",95.0,O=[N+]([O-])c1ccc(F)cc1.Oc1cccc(F)c1>>O=[N+]([O-])c1ccc(Oc2cccc(F)c2)cc1,CsF,,,DMSO,,,,0.4752225070709149
Ar-Br|Ar-OH -> Ar-OR || Ar-OR|Ar-R,False,"Ar-R,Ar-OH","Ar-Br,Ar-OR","Ar-Br,Ar-OR|Ar-R,Ar-OH",87.0,CC(C)c1ccccc1O.COc1ccc(Br)cc1>>COc1ccc(Oc2ccccc2C(C)C)cc1,Pd(OAc)2,,K3PO4,Et2O,,,,0.8887143429500356
Ar-I|Ar-OH -> Ar-OR || Ar-OR|Ar-R,False,"Ar-R,Ar-I","Ar-OH,Ar-OR","Ar-OH,Ar-OR|Ar-R,Ar-I",94.0,Cc1ccc(I)cc1.COc1ccc(O)c(P(=O)(c2ccccc2)c2ccccc2)c1>>COc1ccc(Oc2ccc(C)cc2)c(P(=O)(c2ccccc2)c2ccccc2)c1,CuBr,,Cs2CO3,Py,,,,0.721381473936099
Ar-I|Ar-OH -> Ar-OR || Ar-COR|Ar-R|R-H-acidic,False,"Ar-R,Ar-OH","R-H-acidic,Ar-I,Ar-COR","Ar-R,Ar-OH|R-H-acidic,Ar-I,Ar-COR",80.0,CC(C)(C)c1ccc(O)cc1.CC(=O)c1ccc(I)cc1>>CC(=O)c1ccc(Oc2ccc(C(C)(C)C)cc2)cc1,CuI,98-98-6,K3PO4,DMSO / EtOAc,water,,,-0.5124554194505077
Ar-F|Ar-OH -> Ar-OR || Ar-Ar|Ar-F,False,"Ar-Ar,Ar-OH",Ar-F,"Ar-Ar,Ar-OH|Ar-F",90.0,Oc1ccccc1-c1ccccc1.Fc1cc(F)c(F)c(F)c1F>>Fc1cc(F)c(F)c(Oc2ccccc2-c2ccccc2)c1F,Pd(OAc)2,,K2CO3,DMF,,,,0.0
Ar-Br|Ar-OH -> Ar-OR || Ar-OR|Ar-R,False,"Ar-R,Ar-Br","Ar-OH,Ar-OR","Ar-OH,Ar-OR|Ar-R,Ar-Br",84.0,Cc1ccc(Br)cc1.COc1ccc(O)cc1>>COc1ccc(Oc2ccc(C)cc2)cc1,7758-89-6,17106-94-4,K3PO4,MeCN,,,,-0.6372177656621023
Ar-Cl|Ar-OH -> Ar-OR || Ar-NO2|Ar-R,False,"Ar-Cl,Ar-NO2","Ar-R,Ar-OH","Ar-Cl,Ar-NO2|Ar-R,Ar-OH",75.0,O=[N+]([O-])c1ccccc1Cl.Cc1ccc(O)cc1>>Cc1ccc(Oc2ccccc2[N+](=O)[O-])cc1,Palladium,,K2CO3,DMF,,,,-1.853882451064651
Ar-Br|Ar-F|Ar-NH2|Ar-OH -> Ar-CONHR|Ar-LactamN|Ar-OR || Ar-R,False,"Ar-R,Ar-Br,Ar-F",,"Ar-R,Ar-Br,Ar-F",87.0,Cc1ccc(Br)c(F)c1.[C-]#[O+].Cc1ccc(N)c(O)c1>>Cc1ccc2c(c1)Oc1cc(C)ccc1C(=O)N2,Pd(OAc)2,cataCXium A,DBU,DMSO,,,,0.87287156094397
